==> Loss (RMSE)       0    0.271654   0.412996
==> Loss (RMSE)       1    0.242072   0.372187
==> Loss (RMSE)       2    0.222056   0.339532
==> Loss (RMSE)       3    0.206388   0.308245
==> Loss (RMSE)       4    0.198037   0.287855
==> Loss (RMSE)       5    0.193276   0.274297
==> Loss (RMSE)       6    0.187894   0.252789
==> Loss (RMSE)       7    0.186139   0.249244
==> Loss (RMSE)       8    0.183803   0.237963
==> Loss (RMSE)       9    0.182336   0.236446
==> Loss (RMSE)      10    0.180664   0.230082
==> Loss (RMSE)      11    0.179382   0.228153
==> Loss (RMSE)      12    0.178359   0.227213
==> Loss (RMSE)      13    0.176769   0.221962
==> Loss (RMSE)      14    0.175558   0.216180
==> Loss (RMSE)      15    0.174471   0.214668
==> Loss (RMSE)      16    0.173414   0.214399
==> Loss (RMSE)      17    0.172408   0.209013
==> Loss (RMSE)      18    0.171277   0.207893
==> Loss (RMSE)      19    0.170285   0.205884
==> Loss (RMSE)      20    0.169271   0.203627
==> Loss (RMSE)      21    0.168313   0.203021
==> Loss (RMSE)      22    0.167224   0.202356
==> Loss (RMSE)      23    0.166273   0.199948
==> Loss (RMSE)      24    0.165342   0.197605
==> Loss (RMSE)      25    0.164455   0.198059
==> Loss (RMSE)      26    0.163580   0.198071
==> Loss (RMSE)      27    0.162546   0.192989
==> Loss (RMSE)      28    0.161654   0.189508
==> Loss (RMSE)      29    0.160765   0.186761
==> Loss (RMSE)      30    0.159816   0.190001
==> Loss (RMSE)      31    0.158819   0.185309
==> Loss (RMSE)      32    0.157916   0.183158
==> Loss (RMSE)      33    0.156955   0.182720
==> Loss (RMSE)      34    0.156053   0.180890
==> Loss (RMSE)      35    0.155122   0.178116
==> Loss (RMSE)      36    0.154047   0.177411
==> Loss (RMSE)      37    0.153152   0.178291
==> Loss (RMSE)      38    0.152125   0.176296
==> Loss (RMSE)      39    0.151224   0.171094
==> Loss (RMSE)      40    0.150140   0.170324
==> Loss (RMSE)      41    0.149071   0.169173
==> Loss (RMSE)      42    0.148086   0.169594
==> Loss (RMSE)      43    0.146909   0.163858
==> Loss (RMSE)      44    0.145876   0.161642
==> Loss (RMSE)      45    0.144502   0.161545
==> Loss (RMSE)      46    0.143445   0.159719
==> Loss (RMSE)      47    0.142353   0.157996
==> Loss (RMSE)      48    0.141042   0.155692
==> Loss (RMSE)      49    0.139768   0.151570
==> Loss (RMSE)      50    0.138232   0.152278
==> Loss (RMSE)      51    0.136795   0.151294
==> Loss (RMSE)      52    0.135405   0.147765
==> Loss (RMSE)      53    0.133681   0.145828
==> Loss (RMSE)      54    0.132275   0.143523
==> Loss (RMSE)      55    0.130589   0.139247
==> Loss (RMSE)      56    0.128474   0.140984
==> Loss (RMSE)      57    0.126506   0.137043
==> Loss (RMSE)      58    0.124364   0.132437
==> Loss (RMSE)      59    0.121877   0.131613
==> Loss (RMSE)      60    0.119207   0.127444
