jobID,cores,memory,CPU time,time,client,datfile,datdist seed,Npoints,Nwout,model,nT,nE,nM,nL,nx,Nparam,rnd seed,optimizer,Nepochs,grad,shuffle,LR,Nshots,final epochs,epoch min VAL,Ncev/w,Ncev,RMSE tra,RMSE val,RMSE tes,RMSE ftes,normalization,R tra,R val,R tes,R ftes
34367,30,2.34 GB (estimated maximum),14:09:45,04:47:54,"<Client: 'tcp://10.5.7.9:10062' processes=8 threads=8, memory=68.66 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,34367,<pennylane.optimize.adam.AdamOptimizer object at 0x1520c978ad40>,2000,False,True,0.001,0,2000,1940,39,2496,0.054693812577215,0.0955403107943685,0.10896867068494936,0.0883514328570045,1.0,0.9501110134216386,0.8427043719986478,0.8647568273489812,0.9078502218836234
