originID,jobID,cores,memory,CPU time,time,Npoints,nT,Nwout,nE,nM,nL,nx,Nparams,optimizer,Nepochs,Ncev/w,Ncev,grad,shuffle,stepsize,Nshots,RMSE tra,RMSE val,RMSE tes,RMSE ftes
,16872,54,4.47 GB (estimated maximum),4-15:40:58,09:35:55,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08477767621427569,0.10277700228485255,0.11552207823821896,0.08294211919201049
,18092,54,4.64 GB (estimated maximum),4-15:45:25,09:35:10,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.0838465039929707,0.10186163228142651,0.11759360307796472,0.08229957042632267
,32283,54,4.45 GB (estimated maximum),4-16:21:29,09:39:09,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08598215932258596,0.10119704957830837,0.12228381388076803,0.08444382531188539
,32284,54,4.49 GB (estimated maximum),4-16:28:57,09:39:17,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08258359644066976,0.10069736908345392,0.12154225357218806,0.0848864147529804
,32294,54,4.74 GB (estimated maximum),4-15:39:21,09:37:16,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08581227105575298,0.10018165194200677,0.11625911875967214,0.08260373750791646
,37847,54,4.48 GB (estimated maximum),4-16:10:32,09:40:33,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08457295436026753,0.10500653025954425,0.11992014895179999,0.0876421040271078
,37848,54,4.44 GB (estimated maximum),4-16:36:39,09:35:44,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.08459238841142493,0.09987565939316076,0.12251538632747927,0.08382520775874444
,37859,30,3.81 GB (estimated maximum),4-16:59:15,10:06:42,1000,20,5,2,2,4,1,39,Adam,2000,,,True,True,0.001,100,0.09124415512361332,0.10933136183767639,0.11643786155224303,0.08765798013285525
