==> Loss (RMSE)       0    0.179982   0.180646
==> Loss (RMSE)       1    0.175115   0.176292
==> Loss (RMSE)       2    0.170169   0.171632
==> Loss (RMSE)       3    0.166309   0.167481
==> Loss (RMSE)       4    0.163574   0.164883
==> Loss (RMSE)       5    0.159980   0.160787
==> Loss (RMSE)       6    0.156700   0.157277
==> Loss (RMSE)       7    0.154290   0.154933
==> Loss (RMSE)       8    0.151761   0.152794
==> Loss (RMSE)       9    0.150764   0.152540
==> Loss (RMSE)      10    0.149717   0.151258
==> Loss (RMSE)      11    0.147824   0.148479
==> Loss (RMSE)      12    0.146712   0.147177
==> Loss (RMSE)      13    0.145301   0.145271
==> Loss (RMSE)      14    0.143779   0.145036
==> Loss (RMSE)      15    0.142545   0.142806
==> Loss (RMSE)      16    0.140759   0.140522
==> Loss (RMSE)      17    0.138574   0.138473
==> Loss (RMSE)      18    0.136623   0.136947
==> Loss (RMSE)      19    0.134806   0.135250
==> Loss (RMSE)      20    0.133468   0.133863
==> Loss (RMSE)      21    0.131800   0.132059
==> Loss (RMSE)      22    0.131541   0.130537
==> Loss (RMSE)      23    0.128212   0.129082
==> Loss (RMSE)      24    0.125963   0.126626
==> Loss (RMSE)      25    0.123201   0.124098
==> Loss (RMSE)      26    0.121165   0.121888
==> Loss (RMSE)      27    0.119004   0.119920
==> Loss (RMSE)      28    0.117865   0.119759
==> Loss (RMSE)      29    0.114639   0.116205
==> Loss (RMSE)      30    0.113474   0.115398
==> Loss (RMSE)      31    0.110277   0.111841
==> Loss (RMSE)      32    0.107335   0.109215
==> Loss (RMSE)      33    0.105335   0.107429
==> Loss (RMSE)      34    0.103634   0.105933
==> Loss (RMSE)      35    0.101664   0.104449
==> Loss (RMSE)      36    0.099028   0.102715
==> Loss (RMSE)      37    0.096269   0.100237
==> Loss (RMSE)      38    0.094635   0.098877
==> Loss (RMSE)      39    0.092941   0.097400
==> Loss (RMSE)      40    0.092029   0.096711
==> Loss (RMSE)      41    0.090377   0.096166
==> Loss (RMSE)      42    0.088456   0.094630
==> Loss (RMSE)      43    0.087008   0.092816
==> Loss (RMSE)      44    0.085904   0.092068
==> Loss (RMSE)      45    0.084381   0.091095
==> Loss (RMSE)      46    0.082855   0.090123
==> Loss (RMSE)      47    0.081077   0.089510
==> Loss (RMSE)      48    0.080042   0.089188
==> Loss (RMSE)      49    0.080158   0.088422
==> Loss (RMSE)      50    0.079287   0.089133
==> Loss (RMSE)      51    0.078734   0.088362
==> Loss (RMSE)      52    0.078480   0.087413
==> Loss (RMSE)      53    0.078802   0.087690
==> Loss (RMSE)      54    0.079419   0.087706
==> Loss (RMSE)      55    0.078593   0.087718
==> Loss (RMSE)      56    0.078007   0.086632
==> Loss (RMSE)      57    0.077480   0.087252
==> Loss (RMSE)      58    0.077214   0.086866
==> Loss (RMSE)      59    0.076404   0.086448
==> Loss (RMSE)      60    0.075419   0.085818
==> Loss (RMSE)      61    0.074845   0.085253
==> Loss (RMSE)      62    0.075459   0.085758
==> Loss (RMSE)      63    0.074885   0.084783
==> Loss (RMSE)      64    0.074927   0.085578
==> Loss (RMSE)      65    0.075039   0.086406
==> Loss (RMSE)      66    0.073160   0.084861
==> Loss (RMSE)      67    0.072313   0.083833
==> Loss (RMSE)      68    0.072351   0.083953
==> Loss (RMSE)      69    0.071291   0.083886
