jobID_init,jobID,cores,memory,CPU time,time,client,datfile,datdist seed,Npoints,Nwout,model,nT,nE,nM,nL,nx,Nparam,rnd seed,optimizer,Nepochs,grad,shuffle,LR,Nshots,final epochs,epoch min VAL,Ncev/w,Ncev,RMSE tra,RMSE val,RMSE tes,RMSE ftes,normalization,R tra,R val,R tes,R ftes
34362,35400,30,3.70 GB (estimated maximum),7-11:19:06,16:19:09,"<Client: 'tcp://10.5.7.8:10816' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x151d76c8cc40>,2000,True,True,0.001,10000,2000,1722,39,2496,0.0515915479964528,0.0902775962793521,0.10240401810327081,0.08638956854155776,1.0,0.9563609902864505,0.8624782161015413,0.8824807149946812,0.9121406867089005
