jobID_init,jobID,cores,memory,CPU time,time,client,datfile,datdist seed,Npoints,Nwout,model,nT,nE,nM,nL,nx,Nparam,rnd seed,optimizer,Nepochs,grad,shuffle,LR,Nshots,final epochs,epoch min VAL,Ncev/w,Ncev,RMSE tra,RMSE val,RMSE tes,RMSE ftes,normalization,R tra,R val,R tes,R ftes
34716,35360,30,3.90 GB (estimated maximum),7-09:36:31,16:11:01,"<Client: 'tcp://10.5.7.7:10786' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14d536fb0c40>,2000,True,True,0.001,10000,2000,1952,39,2496,0.0359942810542847,0.0517572699697006,0.0529595872647435,0.0479572888715408,1.0,0.9788131446023016,0.9594559528015304,0.9711963157907983,0.9748854669335056
34362,35400,30,3.70 GB (estimated maximum),7-11:19:06,16:19:09,"<Client: 'tcp://10.5.7.8:10816' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x151d76c8cc40>,2000,True,True,0.001,10000,2000,1722,39,2496,0.0515915479964528,0.0902775962793521,0.1024040181032708,0.0863895685415577,1.0,0.9563609902864504,0.8624782161015413,0.8824807149946812,0.9121406867089004
33711,35457,30,3.75 GB (estimated maximum),7-10:02:49,16:17:33,"<Client: 'tcp://10.5.7.111:11096' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14da89178c10>,2000,True,True,0.001,10000,2000,1909,39,2496,0.055558421545543,0.096882744057962,0.1036598942306939,0.091312855484714,1.0,0.9509968397919902,0.8403391514785604,0.8771968698257259,0.90392872950137
34716,35503,30,3.68 GB (estimated maximum),7-11:02:50,16:28:47,"<Client: 'tcp://10.5.7.15:11222' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x153249434c40>,2000,True,True,0.001,10000,2000,1997,39,2496,0.0353035942243988,0.0506670140211563,0.0503870838452453,0.0463702526779895,1.0,0.9795042221715118,0.9603398299605662,0.9737781314986588,0.9760723366979056
33711,35504,30,3.73 GB (estimated maximum),7-08:59:56,16:13:49,"<Client: 'tcp://10.5.7.15:11208' processes=13 threads=13, memory=74.39 GiB>",data_santafe10.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x15095ce4cc40>,2000,True,True,0.001,10000,2000,1912,39,2496,0.0866790420927415,0.1234244091252364,0.1266007216291945,0.121503131759228,1.0,0.8736178944140641,0.7189525319980764,0.8232553146848932,0.822133554541842
33711,35505,30,3.69 GB (estimated maximum),7-11:12:31,16:11:08,"<Client: 'tcp://10.5.7.16:11194' processes=13 threads=13, memory=74.39 GiB>",data_santafe10.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14bf9126cc40>,2000,True,True,0.001,10000,2000,1965,39,2496,0.0870393528069715,0.1240700004168193,0.1298775848045968,0.1211980780288248,1.0,0.8709722385755546,0.7151491026869905,0.8121623981904227,0.8227549700298562
34716,36079,30,3.71 GB (estimated maximum),7-12:48:39,16:32:29,"<Client: 'tcp://10.5.7.5:11477' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x150cf4050c10>,2000,True,True,0.001,10000,2000,1079,39,2496,0.0336262143410626,0.0534041467936717,0.0510918484351883,0.0472604127335567,1.0,0.9816494599290178,0.9561478321320718,0.9725013288702328,0.9751126507100036
34716,36080,30,3.71 GB (estimated maximum),7-12:47:18,16:23:34,"<Client: 'tcp://10.5.7.6:11533' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x1482fe947220>,2000,True,True,0.001,10000,2000,1079,39,2496,0.0336197581378841,0.0531715742810996,0.0494946775659079,0.0466783502844938,1.0,0.9817987172066536,0.9563428330486492,0.9739940907547884,0.9757788247310912
34362,36081,30,3.77 GB (estimated maximum),7-11:58:35,16:23:03,"<Client: 'tcp://10.5.7.6:11547' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x154b1e86f220>,2000,True,True,0.001,10000,2000,1647,39,2496,0.0518437182069234,0.0898511765791304,0.1012921459738296,0.0865603203473207,1.0,0.9571750509083876,0.8654494592158961,0.8854393996062389,0.9125553194915612
34362,36082,30,3.71 GB (estimated maximum),7-09:45:08,16:26:50,"<Client: 'tcp://10.5.7.7:11519' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14e385a2b220>,2000,True,True,0.001,10000,2000,1472,39,2496,0.0527152683351624,0.0896810671662322,0.1027876113515424,0.0873026492229797,1.0,0.9567438746545928,0.8676412624035238,0.8826993321018064,0.911486966689489
33711,36083,30,3.78 GB (estimated maximum),7-12:20:20,16:40:39,"<Client: 'tcp://10.5.7.7:11505' processes=13 threads=13, memory=74.39 GiB>",data_santafe10.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14dbf654b220>,2000,True,True,0.001,10000,2000,1475,39,2496,0.0873539051638091,0.1247238296657829,0.1297359983003863,0.1224882645128225,1.0,0.8745304955881873,0.7100957658073881,0.816831842961718,0.8216334042328834
33711,36084,30,3.73 GB (estimated maximum),7-11:26:11,16:23:38,"<Client: 'tcp://10.5.7.8:11561' processes=13 threads=13, memory=74.39 GiB>",data_santafe10.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14840b9dcc10>,2000,True,True,0.001,10000,2000,1987,39,2496,0.0900859143930481,0.1280496035438275,0.1351887235192375,0.1274493001863003,1.0,0.8635651897999942,0.6919209294028981,0.7919519877470169,0.8009735605605295
34716,36850,30,3.71 GB (estimated maximum),7-11:46:15,16:33:02,"<Client: 'tcp://10.5.7.9:11775' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x150d33433220>,2000,True,True,0.001,10000,2000,1079,39,2496,0.0333378992246191,0.0535713597001488,0.0502795324576577,0.0469383522388632,1.0,0.9821301561965484,0.9559778114005274,0.9736162500447704,0.9756533660038132
34716,36851,30,3.73 GB (estimated maximum),7-10:00:29,16:21:06,"<Client: 'tcp://10.5.7.9:11789' processes=13 threads=13, memory=74.39 GiB>",data_santafe1.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x147e34234c40>,2000,True,True,0.001,10000,2000,2000,39,2496,0.0355418592100093,0.0513708759628892,0.0520727802041414,0.0470617379232443,1.0,0.9802768424896108,0.9616912475214032,0.9741036625279216,0.9768526468972956
34362,36852,30,3.70 GB (estimated maximum),7-13:06:11,16:34:42,"<Client: 'tcp://10.5.7.10:11901' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x14b7f7b6f250>,2000,True,True,0.001,10000,2000,1674,39,2496,0.0522638182368217,0.0898786216669865,0.103164829080435,0.0869519068266736,1.0,0.9568724158584996,0.8660824218958707,0.8813847628031426,0.9118363398662286
34362,36853,30,3.74 GB (estimated maximum),7-10:25:46,16:16:41,"<Client: 'tcp://10.5.7.10:11887' processes=13 threads=13, memory=74.39 GiB>",data_santafe5.dat,4,1980,5,EMCZ2,20,1,2,5,3,38,,<pennylane.optimize.adam.AdamOptimizer object at 0x1488b82c0c40>,2000,True,True,0.001,10000,2000,1674,39,2496,0.0521288437963067,0.0896288087292599,0.1027541737014247,0.0867858966813995,1.0,0.95681147115276,0.8668737924124943,0.8827832370231802,0.9120156249327755
