==> Loss (RMSE)       0    0.174178   0.175888
==> Loss (RMSE)       1    0.170389   0.174332
==> Loss (RMSE)       2    0.168131   0.173018
==> Loss (RMSE)       3    0.165444   0.170957
==> Loss (RMSE)       4    0.161992   0.168408
==> Loss (RMSE)       5    0.158051   0.165957
==> Loss (RMSE)       6    0.152751   0.161822
==> Loss (RMSE)       7    0.147378   0.156895
==> Loss (RMSE)       8    0.142916   0.153336
==> Loss (RMSE)       9    0.139171   0.150482
==> Loss (RMSE)      10    0.137664   0.148542
==> Loss (RMSE)      11    0.134732   0.145962
==> Loss (RMSE)      12    0.133053   0.144531
==> Loss (RMSE)      13    0.132177   0.144101
==> Loss (RMSE)      14    0.131976   0.143753
==> Loss (RMSE)      15    0.131056   0.142893
==> Loss (RMSE)      16    0.130601   0.142743
==> Loss (RMSE)      17    0.130405   0.142711
==> Loss (RMSE)      18    0.130266   0.142615
==> Loss (RMSE)      19    0.130468   0.142283
==> Loss (RMSE)      20    0.130185   0.142042
==> Loss (RMSE)      21    0.129746   0.142183
==> Loss (RMSE)      22    0.129205   0.141058
==> Loss (RMSE)      23    0.128759   0.141139
==> Loss (RMSE)      24    0.128795   0.140895
==> Loss (RMSE)      25    0.128396   0.140381
==> Loss (RMSE)      26    0.128118   0.140376
==> Loss (RMSE)      27    0.128396   0.140773
==> Loss (RMSE)      28    0.127563   0.139882
==> Loss (RMSE)      29    0.127313   0.139633
==> Loss (RMSE)      30    0.127101   0.139419
==> Loss (RMSE)      31    0.127291   0.139545
==> Loss (RMSE)      32    0.127155   0.139139
==> Loss (RMSE)      33    0.126558   0.138679
==> Loss (RMSE)      34    0.127212   0.138809
==> Loss (RMSE)      35    0.125833   0.138266
==> Loss (RMSE)      36    0.125402   0.137685
==> Loss (RMSE)      37    0.125743   0.137526
==> Loss (RMSE)      38    0.124824   0.137300
==> Loss (RMSE)      39    0.125137   0.137696
==> Loss (RMSE)      40    0.124204   0.136924
==> Loss (RMSE)      41    0.124547   0.137014
==> Loss (RMSE)      42    0.124290   0.136900
==> Loss (RMSE)      43    0.123239   0.136324
==> Loss (RMSE)      44    0.122888   0.136414
==> Loss (RMSE)      45    0.123284   0.136154
==> Loss (RMSE)      46    0.122326   0.135495
==> Loss (RMSE)      47    0.121838   0.135673
==> Loss (RMSE)      48    0.121737   0.136071
==> Loss (RMSE)      49    0.121102   0.135467
==> Loss (RMSE)      50    0.120758   0.135465
==> Loss (RMSE)      51    0.120441   0.135517
==> Loss (RMSE)      52    0.119986   0.135778
==> Loss (RMSE)      53    0.119567   0.135471
==> Loss (RMSE)      54    0.119248   0.134889
==> Loss (RMSE)      55    0.118898   0.135414
==> Loss (RMSE)      56    0.118753   0.135970
==> Loss (RMSE)      57    0.118056   0.136191
==> Loss (RMSE)      58    0.117612   0.136335
==> Loss (RMSE)      59    0.117647   0.136750
==> Loss (RMSE)      60    0.116956   0.136304
==> Loss (RMSE)      61    0.116627   0.136740
==> Loss (RMSE)      62    0.116049   0.136334
==> Loss (RMSE)      63    0.115654   0.136732
==> Loss (RMSE)      64    0.115288   0.136990
==> Loss (RMSE)      65    0.114896   0.137676
==> Loss (RMSE)      66    0.114551   0.137084
==> Loss (RMSE)      67    0.114198   0.137784
==> Loss (RMSE)      68    0.113927   0.137639
==> Loss (RMSE)      69    0.113535   0.137912
==> Loss (RMSE)      70    0.113316   0.137895
==> Loss (RMSE)      71    0.113026   0.138069
==> Loss (RMSE)      72    0.112759   0.138109
==> Loss (RMSE)      73    0.112309   0.138384
==> Loss (RMSE)      74    0.112965   0.139356
==> Loss (RMSE)      75    0.112280   0.139542
