jobID,cores,memory,CPU time,time,datfile,datdist seed,Npoints,Nwout,model,input_size,hidden_size,output_size,num_layers,Nparams,nT,optimizer,Nepochs,shuffle,LR,RMSE tra,RMSE val,RMSE tes,RMSE ftes,R tra,R val,R tes,R ftes
34136,8,186.89 MB,00:09:58,00:10:04,data_santafe5.dat,4,1980,5,GRUModel,1,2,1,1,33,20,Adam,2000,True,0.001,0.04345735162496567,0.05360172316431999,0.07254968583583832,0.06184661015868187,0.9690158318394797,0.9567943232805227,0.9420455857862894,0.9562310119298135
