jobID,cores,memory,CPU time,time,datfile,datdist seed,Npoints,Nwout,model,input_size,hidden_size,output_size,num_layers,Nparams,nT,optimizer,Nepochs,shuffle,LR,final epochs,epoch min VAL,RMSE tra,RMSE val,RMSE tes,RMSE ftes,R tra,R val,R tes,R ftes
34539,8,189.25 MB,00:02:26,00:02:35,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1192,0.0295899906092545,0.0191645713074437,0.03333655372262,0.032609649002552,0.9980824323638632,0.9988343891706016,0.9966255575580528,0.9967065763545244
34540,8,185.29 MB,00:02:25,00:02:29,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1799,0.0264326116516635,0.0159079574139769,0.0331704393029212,0.0326903313398361,0.9981474083336264,0.9993179272253206,0.9972454562849368,0.9966947050300078
34541,8,189.25 MB,00:02:25,00:02:28,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1375,0.0205637844984662,0.013492834849648,0.0408906862139701,0.0348414294421672,0.9988939839918588,0.9995402335454456,0.9939018847338724,0.9955880094563566
34542,8,187.27 MB,00:02:26,00:02:29,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,981,0.0155110114497996,0.0124387434176892,0.0187427438795566,0.0179369580000638,0.9993364998376838,0.9995175372881162,0.9987992364681658,0.9988862888633712
34543,8,185.38 MB,00:02:27,00:02:30,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1681,0.0272781399182805,0.0242365889968993,0.0181231666356325,0.0263981446623802,0.9981376177798374,0.9984053095727972,0.999053488867772,0.9975566363287056
34544,8,189.16 MB,00:02:24,00:02:28,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1242,0.0223161051762663,0.0210061863033176,0.0297373458743095,0.0295704118907451,0.9984920454640078,0.9985956908283886,0.9969684064843244,0.9969653292365214
34545,8,185.28 MB,00:02:25,00:02:28,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1963,0.0245200090611758,0.0173014876544267,0.0305132567882537,0.0338627360761165,0.9986060273782316,0.9990782152489176,0.9969845038486111,0.9959869443590648
34546,8,185.31 MB,00:02:27,00:02:30,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1257,0.0231871063271229,0.0168041679307096,0.022953288629651,0.0262556560337543,0.998428681372506,0.9991043220860384,0.998090150761978,0.99751738678117
34547,8,185.76 MB,00:02:26,00:02:29,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1732,0.0167211479527382,0.0094109418378071,0.028160149231553,0.0251302495598793,0.998978846609878,0.999749564718467,0.99695115857061,0.9976200831921518
34548,8,189.23 MB,00:02:26,00:02:35,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,VanillaRNN,2,6,1,1,67,20,Adam,2000,True,0.001,2000,1733,0.0272264867735164,0.0299049655736438,0.0259850639849901,0.0304658077657222,0.9979145590027412,0.9974639703951844,0.9974845759610586,0.996393384567518
34572,8,189.42 MB,00:05:04,00:05:10,data_vdp_mu_1_3_del_5_16_ab_100_1000p.dat,0,1000,5,GRUModel,2,3,1,1,67,20,Adam,2000,True,0.001,2000,1973,0.029510866776078,0.0371760192250132,0.0564165040850639,0.0451434627175331,0.9968453263736587,0.9956742833232798,0.9925609273838558,0.9930763917486348
