originID,jobID,cores,memory,CPU time,time,Npoints,nT,Nwout,nE,nM,nL,nx,Nparams,optimizer,Nepochs,Ncev/w,Ncev,grad,shuffle,stepsize,Nshots,RMSE tra,RMSE val,RMSE tes,RMSE ftes
,16815,30,2.32 GB (estimated maximum),2-11:06:23,09:34:21,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.02446831610085396,0.04072151347459989,0.012963838099128499,0.013610519773627396
,18095,30,2.35 GB (estimated maximum),2-12:32:29,09:44:45,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.028477188956426907,0.038267026520561305,0.021056809354307683,0.021498841507451676
,32281,30,2.35 GB (estimated maximum),2-12:16:16,09:50:27,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.017518924182667706,0.02554151124050438,0.009950415625166954,0.011414801058176844
,32282,30,2.34 GB (estimated maximum),2-13:05:59,09:45:13,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.021956038798044194,0.03248095043071883,0.011324499020632421,0.012067026347844232
,37843,30,3.55 GB (estimated maximum),2-13:08:33,05:52:13,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.025292268411596104,0.03923466726996197,0.014161583930979068,0.01533468882849162
,37844,30,3.54 GB (estimated maximum),2-11:40:36,05:55:27,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.019366689330964356,0.03220183392170491,0.006835653170057159,0.008305127109149739
,37845,30,3.50 GB (estimated maximum),2-11:27:49,05:45:38,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.019522048560219097,0.032059522274335096,0.008491869565906335,0.008904888081039508
,37846,30,3.63 GB (estimated maximum),2-12:39:13,05:58:27,1000,20,5,1,2,3,3,26,Adam,2000,,,True,True,0.001,100,0.02138957033425438,0.036675162728735285,0.011002820536742893,0.012214029219986489
